"Last updated September 19, 2017", , , , , 
Antonio Garcia,Garcia has landed on the Injured Reserve/Non-Football Illness list with an unspecified illness.,Illness,I-R,NWE,OL
Keionta Davis,Davis has been designated for injured reserve as he is recovering from a bulging disc in his neck.,Neck,I-R,NWE,DL
Cyrus Jones,Jones suffered a torn ACL in his right knee and is on injured reserve as a result.,Knee,I-R,NWE,CB
Julian Edelman,Eldeman tore the ACL in his right knee and is on the injured reserve list.,Knee,I-R,NWE,WR
Derek Rivers,Rivers is on injured reserve after suffering a torn ACL in his left knee.,Knee,I-R,NWE,DE
J.T. Thomas,Thomas left the previous game due to an injured quadriceps and his availability against the Eagles on Sunday is in question.,Quadricep,questionable,NYG,LB
Keenan Robinson,Robinson missed the last two games because of a concussion and it is unknown if he will play Sunday against the Eagles.,Concussion,questionable,NYG,LB
B.J. Goodson,Goodson missed the previous game with an injury to his shin but will likely suit up against the Eagles on Sunday.,Shin,probable,NYG,LB
Janoris Jenkins,Jenkins is expected to suit up against the Eagles on Sunday after sitting out the last game with a ankle injury.,Ankle,probable,NYG,CB
Bobby Hart,Hart suffered a right ankle injury in the last game and his status is unclear against the Eagles on Sunday.,Ankle,questionable,NYG,G
Mark Herzlich,Herzlich is battling a stinger and is on injured reserve.,Stinger,I-R,NYG,LB
Josh Banks,Banks has been placed on the injured reserve list with a shoulder injury.,Shoulder,I-R,NYG,DT
Evan Schwan,Schwan has been designated for the injured reserve list with a broken foot.,Foot,I-R,NYG,DE
Adam Gettis,Gettis has been placed on the injured reserve list with a foot injury.,Foot,I-R,NYG,T
Antwon Blake,Blake is away from the team tending to a personal matter and will miss an undetermined amount of time.,Personal,out,NYG,CB
Keeon Johnson,Johnson has been placed on the injured reserve with a broken foot.,Foot,I-R,NYG,WR
Corbin Bryant,Bryant has landed on injured reserve with a dislocated elbow.,Elbow,I-R,NYG,DT
Kevin Norwood,Norwood has been designated for injured reserve due to a hip injury.,Hip,I-R,NYG,WR
Ishaq Williams,Williams has been placed on injured reserve while he recovers from offseason knee surgery.,Knee,I-R,NYG,DE
Freddie Bishop,Bishop exited the previous game due to an injured ankle and his status against the Dolphins on Sunday is unclear.,Ankle,questionable,NYJ,LB
Rontez Miles,Miles has missed the previous two games with an eye injury and it is unknown if the injury will prevent him from taking the field against the Dolphins on Sunday.,Eye,questionable,NYJ,S
Jordan Leggett,Leggett missed his second-straight game with a knee injury and it is unknown if he will be available against the Dolphins on Sunday.,Knee,questionable,NYJ,TE
Bruce Carter,Carter was held out of the previous game with an ankle injury and his status is unclear for Sunday's matchup against the Dolphins.,Ankle,questionable,NYJ,LB
Eric Tomlinson,Tomlinson was absent from the lineup during the last game with an elbow injury and his availability Sunday against the Dolphins is in question.,Elbow,questionable,NYJ,TE
Jonotthan Harrison,Harrison sat out the last game due to a concussion and it is undetermined if he will suit up against the Dolphins on Sunday.,Concussion,questionable,NYJ,OL
Brian Winters,Winters left the last game due to soreness in his abdomen and it is unknown if he will play Sunday against the Dolphins.,Abdominal,questionable,NYJ,G
Edmond Robinson,Robinson is on injured reserve due to a groin injury.,Groin,I-R,NYJ,CB
Lorenzo Mauldin,Mauldin has a back injury and is on injured reserve. It is undetermined if he will return Week 9 against the Bills.,Back,I-R,NYJ,LB
Jalin Marshall,Marshall is serving a four-game suspension for violating the league's policy on PED's but is likely to be available October 8 against the Browns.,Suspension,out,NYJ,WR
Chris Gragg,Gragg has been placed on the injured reserve with a knee injury.,Knee,I-R,NYJ,TE
Brisly Estime,Estime has landed on injured reserve due to a torn Achilles tendon.,Achilles,I-R,NYJ,WR
Devin Smith,Smith has been placed on the injured reserve list while he recovers from a torn ACL.,Knee,I-R,NYJ,WR
Jeremy Clark,Clark has been placed on the Injured Reserve/Non-Football Injury list with a knee injury.,Knee,I-R,NYJ,CB
Anthony Johnson,Johnson has been designated for the injured reserve list due to a stinger.,Stinger,I-R,NYJ,DL
Quincy Enunwa,Enunwa has been placed on the injured reserve list after having surgery to repair a bulging disc in his neck.,Neck,I-R,NYJ,WR
Doug Middleton,Middleton sustained a torn pectoral muscle and is on the injured reserve list.,Pectoral,I-R,NYJ,S
Bryson Keeton,Keeton has been placed on the injured reserve list with a torn ACL.,Knee,I-R,NYJ,CB
DeMarco Murray,"Murray has a hamstring injury, leaving his status in question for Sunday's game against the Seahawks.",Hamstring,questionable,TEN,RB
Kevin Dodd,Dodd has missed the last two games with a foot injury and his availability against the Seahawks on Sunday is in question.,Foot,questionable,TEN,LB
Taywan Taylor,Taylor suffered an ankle injury in the last game and his status Sunday against the Seahawks is unknown.,Ankle,questionable,TEN,WR
Tye Smith,Smith missed the last game due to a hand injury and it is unclear if he will take the field against the Seahawks on Sunday.,Hand,questionable,TEN,CB
Jonathan Cyprien,Cyprien sustained an injured hamstring and is likely to miss a two-three weeks.,Hamstring,out,TEN,S
Harry Douglas,Douglas has been designated for injured reserve due to a knee injury.,Knee,I-R,TEN,WR
Alex Tanney,Tanney has landed in the injured reserve list with a broken foot.,Foot,I-R,TEN,QB
Tajae Sharpe,Sharpe is on injured reserve due to a foot injury.,Foot,I-R,TEN,WR
Victor Ochi,Ochi has landed on the injured reserve list with a knee injury.,Knee,I-R,TEN,LB
Destiny Vaeao,Vaeao missed the last game due to a wrist injury and his status against the Giants on Sunday is undetermined.,Wrist,questionable,PHI,DT
Rodney McLeod,McLeod suffered a Grade 1 hamstring strain during the last game and it is unclear if he will suit up against the Giants on Sunday.,Hamstring,questionable,PHI,S
Jaylen Watkins,Watkins suffered a hamstring injury in the last game and did not return. His status for Sunday's matchup against the Giants is unknown.,Hamstring,questionable,PHI,S
Donnel Pumphrey,Pumphrey is on the injured reserve list with a torn hamstring.,Hamstring,I-R,PHI,RB
Caleb Sturgis,Sturgis has landed on the injured reserve list wit ha strained quadriceps in his plant leg and will not be eligible to return until November 19 against the Cowboys.,Quadricep,I-R,PHI,K
Ronald Darby,Darby suffered a dislocated right ankle and is expected to miss four-to-six weeks.,Ankle,out,PHI,CB
Sidney Jones,Jones is on the Injured Reserve/Non-Football Injury list while he recovers from a torn Achilles' tendon and it is unknown if he will be activated for October 23rd's game against the Redskins.,Achilles,I-R,PHI,CB
Aziz Shittu,Shittu has been placed on the injured reserve list due to a knee injury.,Knee,I-R,PHI,DT
Dom Williams,Williams has been designated for injured reserve with an Achilles injury.,Achilles,I-R,PHI,WR
Randall Goforth,Goforth has landed on injured reserve with a torn ACL.,Knee,I-R,PHI,CB
T.J. Watt,Watt suffered a left groin injury during the last game and it is unclear if he will play Sunday against the Bears.,Groin,questionable,PIT,LB
Stephon Tuitt,Tuitt was held out of the previous game due to a biceps injury and it is unknown if the injury will impede his availability against the Bears on Sunday.,Bicep,questionable,PIT,DE
Vance McDonald,McDonald missed the last game due to a back injury and it is uncertain if he will suit up against the Bears on Sunday.,Back,questionable,PIT,TE
Jerald Hawkins,Hawkins has been inactive during the past two games due to a knee injury and his status against the Bears on Sunday has yet to be decided.,Knee,questionable,PIT,T
J.J. Wilcox,Wilcox sat out the previous game with a concussion and it is uncertain if he will be available against the Bears on Sunday.,Concussion,questionable,PIT,S
Alejandro Villanueva,Villanueva departed the last game due a heat-related issue and his status against the Bears on Sunday is clouded.,Illness,questionable,PIT,T
Jesse James,James will likely take the field against the Bears on Sunday despite battling an ankle injury.,Ankle,probable,PIT,TE
Marcus Gilbert,Gilbert left the previous game due to cramps and his availability against the Bears on Sunday is unknown.,Stomach,questionable,PIT,T
Cameron Sutton,Sutton has landed on the injured reserve with right hamstring injury and his availability for Week 10 against the Colts is uncertain.,Hamstring,I-R,PIT,CB
Keion Adams,Adams has a shoulder injury and is on the injured reserve list.,Shoulder,I-R,PIT,LB
Sean Smith,Smith was held out of the previous game due to a neck injury and his availability Sunday against the Redskins is unclear.,Neck,questionable,OAK,CB
Jamize Olawale,Olawale has missed the last two games with a quad injury and his status for Sunday's tilt against the Redskins has yet to be announced.,Quadricep,questionable,OAK,FB
Keith McGill,McGill has recovered from offseason surgery to repair a Jones fracture but it is uncertain if he will make make his season debut against the Redskins on Sunday.,Foot,questionable,OAK,DB
Sebastian Janikowski,Janikowski has been placed on the injured reserve list with a back injury and is first eligible to return November 5 against the Dolphins.,Back,I-R,OAK,K
Obi Melifonwu,Melifonwu has been placed on injured reserve after undergoing surgery to repair a knee injury but is expected to return Week 9 against the Dolphins.,Knee,I-R,OAK,S
Denver Kirkland,Kirkland has landed on injured reserve due to a leg injury and it is undetermined if he will be activated against the Bills during Week 8.,Leg,I-R,OAK,G
Aldon Smith,Smith remains suspended for an undetermined amount of time for violating the league's substance-abuse program.,Suspension,out,OAK,LB
Trumaine Johnson,Johnson exited the previous game due to a right leg injury and his status for Thursday's contest against the 49ers is unknown.,Leg,questionable,LAR,CB
Gerald Everett,Everett is dealing with a thigh injury and it is unknown if he will play against the 49ers on Thursday.,Thigh,questionable,LAR,TE
Kayvon Webster,Webster sat out the last game due to a shoulder injury and it is uncertain if he will be active against the 49ers on Thursday.,Shoulder,questionable,LAR,CB
Malcolm Brown,Brown has a hamstring injury and it is unclear if he will play Thursday against the 49ers.,Hamstring,questionable,LAR,RB
Temarrick Hemingway,Hemingway sustained a fractured fibula and is on injured reserve.,Shin,I-R,LAR,TE
Mike Thomas,Thomas has been suspended four games for violating the league's policy on performance-enhancing drugs. He will be eligible to return against the Seahawks in Week 5.,Suspension,out,LAR,WR
Lance Dunbar,Dunbar has been placed on the PUP list with a knee injury and will miss the first six weeks of the 2017 season.,Knee,I-R,LAR,RB
Bradley Marquez,Marquez is on injured reserve with a knee injury.,Knee,I-R,LAR,WR
Dominique Easley,Easley has landed on the injured reserve list due to a torn ACL.,Knee,I-R,LAR,DT
Jaylen Hill,Hill has missed the previous two games with a hamstring injury and it is undetermined if he will play Sunday against the Jaguars.,Hamstring,questionable,BAL,CB
Bam Bradley,Bradley has been placed on the injured reserve list with a torn ACL in his knee.,Knee,I-R,BAL,LB
Marshal Yanda,Yanda has been placed on injured reserve with a fractured ankle.,Ankle,I-R,BAL,G
Brandon Williams,Williams departed the previous game due to a foot injury and his availability for Sunday's contest against the Jaguars is clouded.,Foot,questionable,BAL,DT
Terrance West,West is nursing a soft-tissue injury to his leg and it is unknown if it will impede his availability Sunday against the Jaguars.,Leg,questionable,BAL,RB
Za'Darius Smith,Smith missed the previous game with left knee and ankle injuries. It is undetermined if he will play Sunday against the Jaguars.,Knee,questionable,BAL,LB
Sheldon Price,Price has been placed on the injured reserve list with a concussion and is eligible to return November 19 against the Packers.,Concussion,I-R,BAL,CB
Kenneth Dixon,Dixon had season-ending surgery to repair his medial meniscus and has been issued a six-game suspension for violating the league's policy on performance-enhancing drugs.,Knee,I-R,BAL,RB
Danny Woodhead,Woodhead has landed on the injured reserve list after he aggravated a hamstring injury. The earliest he can be activated if designated for return is November 19 against the Packers.,Hamstring,I-R,BAL,RB
Maurice Canady,Canady suffered a knee injury and is on injured reserve. It is unclear if he will be activated against the Titans during Week 9.,Knee,I-R,BAL,CB
Brandon Boykin,Boykin has landed on injured reserve due to an undefined injury.,Undisclosed,I-R,BAL,CB
Alex Lewis,Lewis had surgery to repair a shoulder injury and is on the injured reserve list.,Shoulder,I-R,BAL,G
Tavon Young,Young is on the injured reserve list with a torn ACL and will miss the entire 2017 season.,Knee,I-R,BAL,CB
Tim White,White has been placed on the injured reserve with a thumb injury.,Thumb,I-R,BAL,WR
Nico Siragusa,Siragusa has been placed on the injured reserve with a torn ACL in his left knee.,Knee,I-R,BAL,G
Albert McClellan,McClellan has been placed on the injured reserve with a torn ACL.,Knee,I-R,BAL,LB
Darren Waller,Waller has been suspended for at least one year for violating the league's substance-abuse policy.,Suspension,out,BAL,TE
Crockett Gillmore,Gillmore has been placed on the injured reserve list with after having MCL surgery.,Knee,I-R,BAL,TE
Rayshawn Jenkins,Jenkins was held out of the last game with a concussion and it is uncertain if he will be available against the Chiefs on Sunday.,Concussion,questionable,LAC,S
Joe Barksdale,Barksdale left the last game with a foot injury and it is unknown if he will play Sunday against the Chiefs.,Foot,questionable,LAC,T
Jeremiah Attaochu,Attaochu is recovering from a pulled hamstring and has missed one game as a result. It has yet to be determined if he will play against the Chiefs on Sunday.,Hamstring,questionable,LAC,DE
Jason Verrett,Verrett has a knee injury and is expected to need several weeks to recover.,Knee,out,LAC,CB
Max Tuerk,Turek has been issued a four-game suspension for violating the league's PED policy but is likely to make his season debut during Week 5 against the Giants.,Suspension,out,LAC,C
Denzel Perryman,Perryman had surgery to fix a torn ligament in his ankle and is on the injured reserve list. It is unknown if he will play Week 10 against the Jaguars.,Ankle,I-R,LAC,LB
Forrest Lamp,Lamp sustained a torn ACL in his right knee and is on the injured reserve list.,Knee,I-R,LAC,G
Mike Williams,Williams is recovering from an offseason back injury and is expected to remain out of action until Week 4 against the Eagles or Week 5 against the Giants.,Back,out,LAC,WR
Chris Landrum,Landrum is on the injured reserve list with a shoulder injury.,Shoulder,I-R,LAC,DE
Charmeachealle Moore,Moore has been designated for injured reserve with an unspecified injury.,Undisclosed,I-R,LAC,LB
Asante Cleveland,Cleveland has been placed on injured reserve due to a right knee injury.,Knee,I-R,LAC,TE
Terence Garvin,Garvin sat out the previous game due to a shoulder injury and it is uncertain if he will suit up against the Titans on Sunday.,Shoulder,questionable,SEA,LB
Jimmy Graham,"Graham is battling an ankle injury, leaving his status against the Titans on Sunday up in the air.",Ankle,questionable,SEA,TE
Neiko Thorpe,Thorpe departed the last game with an sprained ankle and it is unknown if he will play Sunday against the Titans.,Ankle,questionable,SEA,CB
Paul Richardson,Richardson is dealing with a dislocated finger and his status for Sunday's game against the Titans is unclear.,Finger,questionable,SEA,WR
Dion Jordan,Jordan had an operation to repair a knee injury and is on the Injured Reserve/Non-Football Injury list. It is unclear if he will return October 29 against the Texans.,Knee,I-R,SEA,DE
DeAndre Elliott,Elliott has a right ankle injury and is on the injured reserve list.,Ankle,I-R,SEA,CB
DeShawn Shead,Shead underwent surgery to repair the torn ACL in his left knee and is on the Pup list. It is undetermined if he will return during Week 8 against the Texans.,Knee,I-R,SEA,CB
Malik McDowell,McDowell has landed on the Injured Reserve/Non-Football Injury list with a concussion and facial fractures. His status for October 29 against the Texans is clouded.,Concussion,I-R,SEA,DT
George Fant,Fant suffered a torn ACL in his right knee and is on the injured reserve list.,Knee,I-R,SEA,T
Reuben Foster,Foster sustained a right high-ankle sprain in the season opener and will not be ready to return against the Rams on Thursday.,Ankle,out,SFO,LB
Jaquiski Tartt,Tartt is battling a neck injury but is expected to suit up for Thursday's game against the Rams.,Neck,probable,SFO,S
Eric Reid,Reid suffered an injury to the PCL in his left knee and it is unclear as to how long he will be out.,Knee,out,SFO,S
George Kittle,Kittle is battling a hip injury and it is unclear if he will play Thursday against the Rams.,Hip,questionable,SFO,TE
Jimmie Ward,Ward is hampered by a hamstring injury but is likely to play against the Rams on Thursday.,Hamstring,probable,SFO,DB
Ronald Blair,Blair III has been designated for injured reserve with a thumb injury.,Thumb,I-R,SFO,DL
Chris Jones,Jones is dealing with an unspecified injury and is on injured reserve.,Undisclosed,I-R,SFO,DL
Joshua Garnett,Garnett had a procedure performed on his knee and is on the injured reserve list.,Knee,I-R,SFO,G
Aaron Burbridge,Burbridge has landed on injured reserve with a hamstring injury.,Hamstring,I-R,SFO,WR
Don Jones,Jones has been designated for injured reserve with a torn ACL in his left knee.,Knee,I-R,SFO,DB
Donavin Newsom,Newsom has been diagnosed with a concussion and is on the injured reserve list.,Concussion,I-R,SFO,LB
Chanceller James,James is on injured reserve with a knee injury.,Knee,I-R,SFO,S
Malcolm Smith,Smith sustained a torn pectoral muscle and is on the injured reserve list.,Pectoral,I-R,SFO,LB
Jimmie Gilbert,Gilbert has been placed on injured reserve due to a torn ACL.,Knee,I-R,SFO,LB
BJ Johnson,Johnson has been designated for the injured reserve list due to a hamstring injury.,Hamstring,I-R,SFO,WR
Kwon Alexander,Alexander left the last game with a hamstring injury and it is unclear if he will play against the Vikings on Sunday.,Hamstring,questionable,TAM,LB
Jacquies Smith,Smith is recovering from ACL surgery and it is uncertain if he will make his season debut against the Vikings on Sunday.,Knee,questionable,TAM,DE
Devante Bond,Bond sat out the previous game due to a knee injury and it is unknown if he will be available for Sunday's contest against the Vikings.,Knee,questionable,TAM,G
Ryan Griffin,Griffin has been placed on the injured reserve list due to a sprained AC joint in his shoulder and it is unclear if he will play Week 9 against the Saints.,Shoulder,I-R,TAM,QB
Stevie Tu'ikolovatu,Tu'ikolovatu has been placed on the injured reserve with an injured MCL and meniscus in his right knee.,Knee,I-R,TAM,DT
DaVonte Lambert,Lambert has been placed on the injured reserve with a dislocated wrist.,Wrist,I-R,TAM,DL
Doug Martin,Martin will miss the first three weeks of the 2017 season as his suspension from the end of the 2016 campaign for violating the league's PED policy will carry over.,Suspension,out,TAM,RB
Justin Trattou,Trattou has landed on the injured reserve list with an unspecified ailment.,Undisclosed,I-R,TAM,DE
Jordan Reed,Reed sustained a chest contusion and an AC joint sprain in his shoulder. His status for Sunday's game against the Raiders is unknown.,Shoulder,questionable,WAS,TE
Montae Nicholson,Nicholson is hampered by an AC joint sprain and it is uncertain if it will deter him from suiting up Sunday against the Raiders.,Shoulder,questionable,WAS,S
Deshazor Everett,Everett has an eye injury and it is uncertain if he will play against the Raiders on Sunday.,Eye,questionable,WAS,S
Josh Norman,"Norman has an AC joint sprain in his shoulder, leaving his status uncertain against Raiders on Sunday.",Shoulder,questionable,WAS,CB
Robert Kelley,Kelley exited the last game with injured ribs and will not play on Sunday against the Raiders.,Ribs,out,WAS,RB
Mason Foster,Foster departed the previous game due to a right shoulder injury and his availability against the Raiders on Sunday is in question.,Shoulder,questionable,WAS,LB
Su'a Cravens,Cravens had offseason surgery to trim the meniscus in his knee and is on the Injured Reserve/Left Squad list.,Knee,I-R,WAS,S
Phil Taylor,Taylor Sr. has a quadriceps injury and is on the injured reserve list.,Quadricep,I-R,WAS,DL
DeAngelo Hall,Hall is on the PUP list while recuperating from surgery to repair a torn ACL in his knee and it is unclear if he will be activated October 29 against the Cowboys.,Knee,I-R,WAS,S
Kevin Bowen,Bowen is on injured reserve with a left ankle injury.,Ankle,I-R,WAS,T
Trent Murphy,Murphy suffered an ACL and MLC tear and will spend the entire 2017 season on the injured reserve list.,Knee,I-R,WAS,LB
Keith Marshall,Marshall has been placed on injured reserve after having surgery to repair a torn right patellar tendon.,Knee,I-R,WAS,RB
